,home_team,away_team,xG_home,xG_away
0,Southampton,Liverpool,2.14047,1.52022
1,Southampton,Manchester United,0.769616,1.90356
2,Southampton,Bournemouth,2.18021,1.29773
3,Southampton,Chelsea,1.27044,2.15201
4,Southampton,Leicester,0.457334,4.38046
5,Southampton,Everton,0.742281,2.08883
6,Southampton,Watford,1.9671,0.504005
7,Southampton,Norwich,2.00232,0.896647
8,Southampton,West Ham,0.805884,0.90324
9,Southampton,Crystal Palace,1.47937,0.137837
10,Southampton,Tottenham,1.51192,1.078
11,Southampton,Wolverhampton Wanderers,0.786974,2.1772
12,Southampton,Burnley,0.694025,0.892699
13,Southampton,Aston Villa,3.02926,0.47235
14,Southampton,Newcastle United,0.348871,3.06384
15,Southampton,Arsenal,0.738305,2.18595
16,Southampton,Manchester City,0.628765,3.39575
17,Southampton,Brighton,2.33745,0.67264
18,Southampton,Sheffield United,1.64306,1.41051
